DATA,NU_ANO,NU_DIA,NU_SEMESTRE,DS_SEMESTRE,NU_ANO_SEMESTRE,DS_SEMESTRE_ANO,NU_TRIMESTRE,DS_TRIMESTRE,NU_ANO_TRIMESTRE,DS_ANO_TRIMESTRE,NU_MES,DS_MES,DS_MES_SIGLA,NU_ANO_MES,DS_MES_ANO,NU_DIA_SEMANA,DS_DIA_SEMANA,DS_DIA_SEMANA_SIGLA
"26/10/2002,2002,26,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",10,""OUTUBRO"",""OUT"",200210,""OUT/2002"",7,""SABADO"",""SAB"""
"27/10/2002,2002,27,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",10,""OUTUBRO"",""OUT"",200210,""OUT/2002"",1,""DOMINGO"",""DOM"""
"28/10/2002,2002,28,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",10,""OUTUBRO"",""OUT"",200210,""OUT/2002"",2,""SEGUNDA"",""SEG"""
"29/10/2002,2002,29,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",10,""OUTUBRO"",""OUT"",200210,""OUT/2002"",3,""TERCA"",""TER"""
"30/10/2002,2002,30,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",10,""OUTUBRO"",""OUT"",200210,""OUT/2002"",4,""QUARTA"",""QUA"""
"31/10/2002,2002,31,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",10,""OUTUBRO"",""OUT"",200210,""OUT/2002"",5,""QUINTA"",""QUI"""
"01/11/2002,2002,1,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",6,""SEXTA"",""SEX"""
"02/11/2002,2002,2,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",7,""SABADO"",""SAB"""
"03/11/2002,2002,3,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",1,""DOMINGO"",""DOM"""
"04/11/2002,2002,4,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",2,""SEGUNDA"",""SEG"""
"05/11/2002,2002,5,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",3,""TERCA"",""TER"""
"06/11/2002,2002,6,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",4,""QUARTA"",""QUA"""
"07/11/2002,2002,7,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",5,""QUINTA"",""QUI"""
"08/11/2002,2002,8,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",6,""SEXTA"",""SEX"""
"09/11/2002,2002,9,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",7,""SABADO"",""SAB"""
"10/11/2002,2002,10,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",1,""DOMINGO"",""DOM"""
"11/11/2002,2002,11,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",2,""SEGUNDA"",""SEG"""
"12/11/2002,2002,12,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",3,""TERCA"",""TER"""
"13/11/2002,2002,13,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",4,""QUARTA"",""QUA"""
"14/11/2002,2002,14,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",5,""QUINTA"",""QUI"""
"15/11/2002,2002,15,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",6,""SEXTA"",""SEX"""
"16/11/2002,2002,16,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",7,""SABADO"",""SAB"""
"17/11/2002,2002,17,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",1,""DOMINGO"",""DOM"""
"18/11/2002,2002,18,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",2,""SEGUNDA"",""SEG"""
"19/11/2002,2002,19,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",3,""TERCA"",""TER"""
"20/11/2002,2002,20,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",4,""QUARTA"",""QUA"""
"21/11/2002,2002,21,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",5,""QUINTA"",""QUI"""
"22/11/2002,2002,22,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",6,""SEXTA"",""SEX"""
"23/11/2002,2002,23,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",7,""SABADO"",""SAB"""
"24/11/2002,2002,24,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",1,""DOMINGO"",""DOM"""
"25/11/2002,2002,25,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",2,""SEGUNDA"",""SEG"""
"26/11/2002,2002,26,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",3,""TERCA"",""TER"""
"27/11/2002,2002,27,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",4,""QUARTA"",""QUA"""
"28/11/2002,2002,28,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",5,""QUINTA"",""QUI"""
"29/11/2002,2002,29,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",6,""SEXTA"",""SEX"""
"30/11/2002,2002,30,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",11,""NOVEMBRO"",""NOV"",200211,""NOV/2002"",7,""SABADO"",""SAB"""
"01/12/2002,2002,1,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",1,""DOMINGO"",""DOM"""
"02/12/2002,2002,2,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",2,""SEGUNDA"",""SEG"""
"03/12/2002,2002,3,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",3,""TERCA"",""TER"""
"04/12/2002,2002,4,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",4,""QUARTA"",""QUA"""
"05/12/2002,2002,5,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",5,""QUINTA"",""QUI"""
"06/12/2002,2002,6,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",6,""SEXTA"",""SEX"""
"07/12/2002,2002,7,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",7,""SABADO"",""SAB"""
"08/12/2002,2002,8,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",1,""DOMINGO"",""DOM"""
"09/12/2002,2002,9,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",2,""SEGUNDA"",""SEG"""
"10/12/2002,2002,10,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",3,""TERCA"",""TER"""
"11/12/2002,2002,11,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",4,""QUARTA"",""QUA"""
"12/12/2002,2002,12,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",5,""QUINTA"",""QUI"""
"13/12/2002,2002,13,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",6,""SEXTA"",""SEX"""
"14/12/2002,2002,14,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",7,""SABADO"",""SAB"""
"15/12/2002,2002,15,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",1,""DOMINGO"",""DOM"""
"16/12/2002,2002,16,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",2,""SEGUNDA"",""SEG"""
"17/12/2002,2002,17,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",3,""TERCA"",""TER"""
"18/12/2002,2002,18,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",4,""QUARTA"",""QUA"""
"19/12/2002,2002,19,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",5,""QUINTA"",""QUI"""
"20/12/2002,2002,20,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",6,""SEXTA"",""SEX"""
"21/12/2002,2002,21,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",7,""SABADO"",""SAB"""
"22/12/2002,2002,22,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",1,""DOMINGO"",""DOM"""
"23/12/2002,2002,23,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",2,""SEGUNDA"",""SEG"""
"24/12/2002,2002,24,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",3,""TERCA"",""TER"""
"25/12/2002,2002,25,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",4,""QUARTA"",""QUA"""
"26/12/2002,2002,26,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",5,""QUINTA"",""QUI"""
"27/12/2002,2002,27,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",6,""SEXTA"",""SEX"""
"28/12/2002,2002,28,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",7,""SABADO"",""SAB"""
"29/12/2002,2002,29,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",1,""DOMINGO"",""DOM"""
"30/12/2002,2002,30,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",2,""SEGUNDA"",""SEG"""
"31/12/2002,2002,31,2,""2º Sem."",20022,""S2/2002"",4,""4º Trim."",20024,""T4/2002"",12,""DEZEMBRO"",""DEZ"",200212,""DEZ/2002"",3,""TERCA"",""TER"""
"01/01/2003,2003,1,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",4,""QUARTA"",""QUA"""
"02/01/2003,2003,2,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",5,""QUINTA"",""QUI"""
"03/01/2003,2003,3,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",6,""SEXTA"",""SEX"""
"04/01/2003,2003,4,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",7,""SABADO"",""SAB"""
"05/01/2003,2003,5,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",1,""DOMINGO"",""DOM"""
"06/01/2003,2003,6,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",2,""SEGUNDA"",""SEG"""
"07/01/2003,2003,7,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",3,""TERCA"",""TER"""
"08/01/2003,2003,8,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",4,""QUARTA"",""QUA"""
"09/01/2003,2003,9,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",5,""QUINTA"",""QUI"""
"10/01/2003,2003,10,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",6,""SEXTA"",""SEX"""
"11/01/2003,2003,11,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",7,""SABADO"",""SAB"""
"12/01/2003,2003,12,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",1,""DOMINGO"",""DOM"""
"13/01/2003,2003,13,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",2,""SEGUNDA"",""SEG"""
"14/01/2003,2003,14,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",3,""TERCA"",""TER"""
"15/01/2003,2003,15,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",4,""QUARTA"",""QUA"""
"16/01/2003,2003,16,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",5,""QUINTA"",""QUI"""
"17/01/2003,2003,17,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",6,""SEXTA"",""SEX"""
"18/01/2003,2003,18,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",7,""SABADO"",""SAB"""
"19/01/2003,2003,19,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",1,""DOMINGO"",""DOM"""
"20/01/2003,2003,20,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",2,""SEGUNDA"",""SEG"""
"21/01/2003,2003,21,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",3,""TERCA"",""TER"""
"22/01/2003,2003,22,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",4,""QUARTA"",""QUA"""
"23/01/2003,2003,23,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",5,""QUINTA"",""QUI"""
"24/01/2003,2003,24,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",6,""SEXTA"",""SEX"""
"25/01/2003,2003,25,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",7,""SABADO"",""SAB"""
"26/01/2003,2003,26,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",1,""DOMINGO"",""DOM"""
"27/01/2003,2003,27,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",2,""SEGUNDA"",""SEG"""
"28/01/2003,2003,28,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",3,""TERCA"",""TER"""
"29/01/2003,2003,29,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",4,""QUARTA"",""QUA"""
"30/01/2003,2003,30,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",5,""QUINTA"",""QUI"""
"31/01/2003,2003,31,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",1,""JANEIRO"",""JAN"",200301,""JAN/2003"",6,""SEXTA"",""SEX"""
"01/02/2003,2003,1,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",7,""SABADO"",""SAB"""
"02/02/2003,2003,2,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",1,""DOMINGO"",""DOM"""
"03/02/2003,2003,3,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",2,""SEGUNDA"",""SEG"""
"04/02/2003,2003,4,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",3,""TERCA"",""TER"""
"05/02/2003,2003,5,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",4,""QUARTA"",""QUA"""
"06/02/2003,2003,6,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",5,""QUINTA"",""QUI"""
"07/02/2003,2003,7,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",6,""SEXTA"",""SEX"""
"08/02/2003,2003,8,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",7,""SABADO"",""SAB"""
"09/02/2003,2003,9,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",1,""DOMINGO"",""DOM"""
"10/02/2003,2003,10,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",2,""SEGUNDA"",""SEG"""
"11/02/2003,2003,11,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",3,""TERCA"",""TER"""
"12/02/2003,2003,12,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",4,""QUARTA"",""QUA"""
"13/02/2003,2003,13,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",5,""QUINTA"",""QUI"""
"14/02/2003,2003,14,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",6,""SEXTA"",""SEX"""
"15/02/2003,2003,15,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",7,""SABADO"",""SAB"""
"16/02/2003,2003,16,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",1,""DOMINGO"",""DOM"""
"17/02/2003,2003,17,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",2,""SEGUNDA"",""SEG"""
"18/02/2003,2003,18,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",3,""TERCA"",""TER"""
"19/02/2003,2003,19,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",4,""QUARTA"",""QUA"""
"20/02/2003,2003,20,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",5,""QUINTA"",""QUI"""
"21/02/2003,2003,21,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",6,""SEXTA"",""SEX"""
"22/02/2003,2003,22,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",7,""SABADO"",""SAB"""
"23/02/2003,2003,23,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",1,""DOMINGO"",""DOM"""
"24/02/2003,2003,24,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",2,""SEGUNDA"",""SEG"""
"25/02/2003,2003,25,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",3,""TERCA"",""TER"""
"26/02/2003,2003,26,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",4,""QUARTA"",""QUA"""
"27/02/2003,2003,27,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",5,""QUINTA"",""QUI"""
"28/02/2003,2003,28,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",2,""FEVEREIRO"",""FEV"",200302,""FEV/2003"",6,""SEXTA"",""SEX"""
"01/03/2003,2003,1,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",3,""MARCO"",""MAR"",200303,""MAR/2003"",7,""SABADO"",""SAB"""
"02/03/2003,2003,2,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",3,""MARCO"",""MAR"",200303,""MAR/2003"",1,""DOMINGO"",""DOM"""
"03/03/2003,2003,3,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",3,""MARCO"",""MAR"",200303,""MAR/2003"",2,""SEGUNDA"",""SEG"""
"04/03/2003,2003,4,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",3,""MARCO"",""MAR"",200303,""MAR/2003"",3,""TERCA"",""TER"""
"05/03/2003,2003,5,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",3,""MARCO"",""MAR"",200303,""MAR/2003"",4,""QUARTA"",""QUA"""
"06/03/2003,2003,6,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",3,""MARCO"",""MAR"",200303,""MAR/2003"",5,""QUINTA"",""QUI"""
"07/03/2003,2003,7,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",3,""MARCO"",""MAR"",200303,""MAR/2003"",6,""SEXTA"",""SEX"""
"08/03/2003,2003,8,1,""1º Sem."",20031,""S1/2003"",1,""1º Trim."",20031,""T1/2003"",3,""MARCO"",""MAR"",200303,""MAR/2003"",7,""SABADO"",""SAB"""
