"data","nu_ano","nu_dia","nu_semestre","ds_semestre","ds_codanosemestre","ds_semestreano","nu_trimestre","ds_trimestre","nu_codanotrimestre","ds_trimestreano","nu_mes","ds_mes","sigla_mes","nu_anomes","ds_anomes","nu_diasemana","ds_diasemana","ds_siglasemana"
"2012-09-29",2012,29,2,"2º Sem.",20122,"S2/2012",3,"3º Trim.",20123,"T3/2012",9,"SETEMBRO","SET",201209,"SET/2012",7,"SABADO","SAB"
"2012-09-30",2012,30,2,"2º Sem.",20122,"S2/2012",3,"3º Trim.",20123,"T3/2012",9,"SETEMBRO","SET",201209,"SET/2012",1,"DOMINGO","DOM"
"2012-10-01",2012,1,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",2,"SEGUNDA","SEG"
"2012-10-02",2012,2,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",3,"TERCA","TER"
"2012-10-03",2012,3,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",4,"QUARTA","QUA"
"2012-10-04",2012,4,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",5,"QUINTA","QUI"
"2012-10-05",2012,5,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",6,"SEXTA","SEX"
"2012-10-06",2012,6,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",7,"SABADO","SAB"
"2012-10-07",2012,7,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",1,"DOMINGO","DOM"
"2012-10-08",2012,8,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",2,"SEGUNDA","SEG"
"2012-10-09",2012,9,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",3,"TERCA","TER"
"2012-10-10",2012,10,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",4,"QUARTA","QUA"
"2012-10-11",2012,11,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",5,"QUINTA","QUI"
"2012-10-12",2012,12,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",6,"SEXTA","SEX"
"2012-10-13",2012,13,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",7,"SABADO","SAB"
"2012-10-14",2012,14,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",1,"DOMINGO","DOM"
"2012-10-15",2012,15,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",2,"SEGUNDA","SEG"
"2012-10-16",2012,16,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",3,"TERCA","TER"
"2012-10-17",2012,17,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",4,"QUARTA","QUA"
"2012-10-18",2012,18,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",5,"QUINTA","QUI"
"2012-10-19",2012,19,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",6,"SEXTA","SEX"
"2012-10-20",2012,20,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",7,"SABADO","SAB"
"2012-10-21",2012,21,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",1,"DOMINGO","DOM"
"2012-10-22",2012,22,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",2,"SEGUNDA","SEG"
"2012-10-23",2012,23,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",3,"TERCA","TER"
"2012-10-24",2012,24,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",4,"QUARTA","QUA"
"2012-10-25",2012,25,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",5,"QUINTA","QUI"
"2012-10-26",2012,26,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",6,"SEXTA","SEX"
"2012-10-27",2012,27,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",7,"SABADO","SAB"
"2012-10-28",2012,28,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",1,"DOMINGO","DOM"
"2012-10-29",2012,29,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",2,"SEGUNDA","SEG"
"2012-10-30",2012,30,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",3,"TERCA","TER"
"2012-10-31",2012,31,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",10,"OUTUBRO","OUT",201210,"OUT/2012",4,"QUARTA","QUA"
"2012-11-01",2012,1,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",5,"QUINTA","QUI"
"2012-11-02",2012,2,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",6,"SEXTA","SEX"
"2012-11-03",2012,3,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",7,"SABADO","SAB"
"2012-11-04",2012,4,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",1,"DOMINGO","DOM"
"2012-11-05",2012,5,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",2,"SEGUNDA","SEG"
"2012-11-06",2012,6,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",3,"TERCA","TER"
"2012-11-07",2012,7,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",4,"QUARTA","QUA"
"2012-11-08",2012,8,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",5,"QUINTA","QUI"
"2012-11-09",2012,9,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",6,"SEXTA","SEX"
"2012-11-10",2012,10,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",7,"SABADO","SAB"
"2012-11-11",2012,11,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",1,"DOMINGO","DOM"
"2012-11-12",2012,12,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",2,"SEGUNDA","SEG"
"2012-11-13",2012,13,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",3,"TERCA","TER"
"2012-11-14",2012,14,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",4,"QUARTA","QUA"
"2012-11-15",2012,15,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",5,"QUINTA","QUI"
"2012-11-16",2012,16,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",6,"SEXTA","SEX"
"2012-11-17",2012,17,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",7,"SABADO","SAB"
"2012-11-18",2012,18,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",1,"DOMINGO","DOM"
"2012-11-19",2012,19,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",2,"SEGUNDA","SEG"
"2012-11-20",2012,20,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",3,"TERCA","TER"
"2012-11-21",2012,21,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",4,"QUARTA","QUA"
"2012-11-22",2012,22,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",5,"QUINTA","QUI"
"2012-11-23",2012,23,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",6,"SEXTA","SEX"
"2012-11-24",2012,24,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",7,"SABADO","SAB"
"2012-11-25",2012,25,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",1,"DOMINGO","DOM"
"2012-11-26",2012,26,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",2,"SEGUNDA","SEG"
"2012-11-27",2012,27,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",3,"TERCA","TER"
"2012-11-28",2012,28,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",4,"QUARTA","QUA"
"2012-11-29",2012,29,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",5,"QUINTA","QUI"
"2012-11-30",2012,30,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",11,"NOVEMBRO","NOV",201211,"NOV/2012",6,"SEXTA","SEX"
"2012-12-01",2012,1,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",7,"SABADO","SAB"
"2012-12-02",2012,2,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",1,"DOMINGO","DOM"
"2012-12-03",2012,3,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",2,"SEGUNDA","SEG"
"2012-12-04",2012,4,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",3,"TERCA","TER"
"2012-12-05",2012,5,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",4,"QUARTA","QUA"
"2012-12-06",2012,6,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",5,"QUINTA","QUI"
"2012-12-07",2012,7,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",6,"SEXTA","SEX"
"2012-12-08",2012,8,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",7,"SABADO","SAB"
"2012-12-09",2012,9,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",1,"DOMINGO","DOM"
"2012-12-10",2012,10,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",2,"SEGUNDA","SEG"
"2012-12-11",2012,11,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",3,"TERCA","TER"
"2012-12-12",2012,12,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",4,"QUARTA","QUA"
"2012-12-13",2012,13,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",5,"QUINTA","QUI"
"2012-12-14",2012,14,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",6,"SEXTA","SEX"
"2012-12-15",2012,15,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",7,"SABADO","SAB"
"2012-12-16",2012,16,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",1,"DOMINGO","DOM"
"2012-12-17",2012,17,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",2,"SEGUNDA","SEG"
"2012-12-18",2012,18,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",3,"TERCA","TER"
"2012-12-19",2012,19,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",4,"QUARTA","QUA"
"2012-12-20",2012,20,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",5,"QUINTA","QUI"
"2012-12-21",2012,21,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",6,"SEXTA","SEX"
"2012-12-22",2012,22,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",7,"SABADO","SAB"
"2012-12-23",2012,23,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",1,"DOMINGO","DOM"
"2012-12-24",2012,24,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",2,"SEGUNDA","SEG"
"2012-12-25",2012,25,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",3,"TERCA","TER"
"2012-12-26",2012,26,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",4,"QUARTA","QUA"
"2012-12-27",2012,27,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",5,"QUINTA","QUI"
"2012-12-28",2012,28,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",6,"SEXTA","SEX"
"2012-12-29",2012,29,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",7,"SABADO","SAB"
"2012-12-30",2012,30,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",1,"DOMINGO","DOM"
"2012-12-31",2012,31,2,"2º Sem.",20122,"S2/2012",4,"4º Trim.",20124,"T4/2012",12,"DEZEMBRO","DEZ",201212,"DEZ/2012",2,"SEGUNDA","SEG"
"2013-01-01",2013,1,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",3,"TERCA","TER"
"2013-01-02",2013,2,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",4,"QUARTA","QUA"
"2013-01-03",2013,3,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",5,"QUINTA","QUI"
"2013-01-04",2013,4,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",6,"SEXTA","SEX"
"2013-01-05",2013,5,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",7,"SABADO","SAB"
"2013-01-06",2013,6,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",1,"DOMINGO","DOM"
"2013-01-07",2013,7,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",2,"SEGUNDA","SEG"
"2013-01-08",2013,8,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",3,"TERCA","TER"
"2013-01-09",2013,9,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",4,"QUARTA","QUA"
"2013-01-10",2013,10,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",5,"QUINTA","QUI"
"2013-01-11",2013,11,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",6,"SEXTA","SEX"
"2013-01-12",2013,12,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",7,"SABADO","SAB"
"2013-01-13",2013,13,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",1,"DOMINGO","DOM"
"2013-01-14",2013,14,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",2,"SEGUNDA","SEG"
"2013-01-15",2013,15,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",3,"TERCA","TER"
"2013-01-16",2013,16,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",4,"QUARTA","QUA"
"2013-01-17",2013,17,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",5,"QUINTA","QUI"
"2013-01-18",2013,18,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",6,"SEXTA","SEX"
"2013-01-19",2013,19,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",7,"SABADO","SAB"
"2013-01-20",2013,20,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",1,"DOMINGO","DOM"
"2013-01-21",2013,21,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",2,"SEGUNDA","SEG"
"2013-01-22",2013,22,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",3,"TERCA","TER"
"2013-01-23",2013,23,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",4,"QUARTA","QUA"
"2013-01-24",2013,24,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",5,"QUINTA","QUI"
"2013-01-25",2013,25,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",6,"SEXTA","SEX"
"2013-01-26",2013,26,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",7,"SABADO","SAB"
"2013-01-27",2013,27,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",1,"DOMINGO","DOM"
"2013-01-28",2013,28,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",2,"SEGUNDA","SEG"
"2013-01-29",2013,29,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",3,"TERCA","TER"
"2013-01-30",2013,30,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",4,"QUARTA","QUA"
"2013-01-31",2013,31,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",1,"JANEIRO","JAN",201301,"JAN/2013",5,"QUINTA","QUI"
"2013-02-01",2013,1,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",2,"FEVEREIRO","FEV",201302,"FEV/2013",6,"SEXTA","SEX"
"2013-02-02",2013,2,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",2,"FEVEREIRO","FEV",201302,"FEV/2013",7,"SABADO","SAB"
"2013-02-03",2013,3,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",2,"FEVEREIRO","FEV",201302,"FEV/2013",1,"DOMINGO","DOM"
"2013-02-04",2013,4,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",2,"FEVEREIRO","FEV",201302,"FEV/2013",2,"SEGUNDA","SEG"
"2013-02-05",2013,5,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",2,"FEVEREIRO","FEV",201302,"FEV/2013",3,"TERCA","TER"
"2013-02-06",2013,6,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",2,"FEVEREIRO","FEV",201302,"FEV/2013",4,"QUARTA","QUA"
"2013-02-07",2013,7,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",2,"FEVEREIRO","FEV",201302,"FEV/2013",5,"QUINTA","QUI"
"2013-02-08",2013,8,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",2,"FEVEREIRO","FEV",201302,"FEV/2013",6,"SEXTA","SEX"
"2013-02-09",2013,9,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",2,"FEVEREIRO","FEV",201302,"FEV/2013",7,"SABADO","SAB"
"2013-02-10",2013,10,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",2,"FEVEREIRO","FEV",201302,"FEV/2013",1,"DOMINGO","DOM"
"2013-02-11",2013,11,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",2,"FEVEREIRO","FEV",201302,"FEV/2013",2,"SEGUNDA","SEG"
"2013-02-12",2013,12,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",2,"FEVEREIRO","FEV",201302,"FEV/2013",3,"TERCA","TER"
"2013-02-13",2013,13,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",2,"FEVEREIRO","FEV",201302,"FEV/2013",4,"QUARTA","QUA"
"2013-02-14",2013,14,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",2,"FEVEREIRO","FEV",201302,"FEV/2013",5,"QUINTA","QUI"
"2013-02-15",2013,15,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",2,"FEVEREIRO","FEV",201302,"FEV/2013",6,"SEXTA","SEX"
"2013-02-16",2013,16,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",2,"FEVEREIRO","FEV",201302,"FEV/2013",7,"SABADO","SAB"
"2013-02-17",2013,17,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",2,"FEVEREIRO","FEV",201302,"FEV/2013",1,"DOMINGO","DOM"
"2013-02-18",2013,18,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",2,"FEVEREIRO","FEV",201302,"FEV/2013",2,"SEGUNDA","SEG"
"2013-02-19",2013,19,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",2,"FEVEREIRO","FEV",201302,"FEV/2013",3,"TERCA","TER"
"2013-02-20",2013,20,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",2,"FEVEREIRO","FEV",201302,"FEV/2013",4,"QUARTA","QUA"
"2013-02-21",2013,21,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",2,"FEVEREIRO","FEV",201302,"FEV/2013",5,"QUINTA","QUI"
"2013-02-22",2013,22,1,"1º Sem.",20131,"S1/2013",1,"1º Trim.",20131,"T1/2013",2,"FEVEREIRO","FEV",201302,"FEV/2013",6,"SEXTA","SEX"
