cod_orgao_julg;Atuacao_Vara
63989;Eleitoral
63990;Eleitoral
16339;Eleitoral
16341;Eleitoral
16343;Eleitoral
16360;Eleitoral
16367;Eleitoral
16369;Eleitoral
16376;Eleitoral
16379;Eleitoral
16381;Eleitoral
14251;Eleitoral
14263;Eleitoral
14267;Eleitoral
14273;Eleitoral
14274;Eleitoral
14282;Eleitoral
14284;Eleitoral
14285;Eleitoral
14287;Eleitoral
14293;Eleitoral
14294;Eleitoral
14297;Eleitoral
44868;Eleitoral
28774;Eleitoral
28805;Eleitoral
28850;Eleitoral
28864;Eleitoral
28881;Eleitoral
28923;Eleitoral
14457;Eleitoral
14461;Eleitoral
14469;Eleitoral
14475;Eleitoral
14510;Eleitoral
52414;Eleitoral
43736;Eleitoral
43745;Eleitoral
43752;Eleitoral
43757;Eleitoral
43758;Eleitoral
43764;Eleitoral
43768;Eleitoral
43791;Eleitoral
15601;Eleitoral
15602;Eleitoral
15605;Eleitoral
15606;Eleitoral
15609;Eleitoral
15611;Eleitoral
15613;Eleitoral
15619;Eleitoral
15620;Eleitoral
15621;Eleitoral
15625;Eleitoral
15626;Eleitoral
15627;Eleitoral
15628;Eleitoral
15632;Eleitoral
15635;Eleitoral
28237;Eleitoral
28238;Eleitoral
28239;Eleitoral
28240;Eleitoral
28241;Eleitoral
28242;Eleitoral
67980;Eleitoral
67983;Eleitoral
67984;Eleitoral
27134;Eleitoral
27143;Eleitoral
27176;Eleitoral
27189;Eleitoral
27228;Eleitoral
27233;Eleitoral
27302;Eleitoral
14618;Eleitoral
14651;Eleitoral
14703;Eleitoral
79359;Eleitoral
14196;Eleitoral
14197;Eleitoral
14198;Eleitoral
14199;Eleitoral
14205;Eleitoral
14206;Eleitoral
14208;Eleitoral
14209;Eleitoral
14213;Eleitoral
14215;Eleitoral
14221;Eleitoral
14225;Eleitoral
14228;Eleitoral
72014;Eleitoral
72015;Eleitoral
72016;Eleitoral
72017;Eleitoral
72019;Eleitoral
72105;Eleitoral
14716;Eleitoral
14776;Eleitoral
16108;Eleitoral
16113;Eleitoral
16126;Eleitoral
16128;Eleitoral
16245;Eleitoral
16502;Eleitoral
16507;Eleitoral
16923;Eleitoral
16924;Eleitoral
16926;Eleitoral
16930;Eleitoral
16931;Eleitoral
16932;Eleitoral
16935;Eleitoral
16937;Eleitoral
16939;Eleitoral
16940;Eleitoral
16943;Eleitoral
16944;Eleitoral
27356;Eleitoral
27361;Eleitoral
30447;Eleitoral
30448;Eleitoral
30451;Eleitoral
30454;Eleitoral
30458;Eleitoral
30461;Eleitoral
30463;Eleitoral
30477;Eleitoral
30483;Eleitoral
30492;Eleitoral
30500;Eleitoral
30502;Eleitoral
30504;Eleitoral
30507;Eleitoral
30517;Eleitoral
30518;Eleitoral
30521;Eleitoral
30526;Eleitoral
30527;Eleitoral
72233;Eleitoral
14927;Eleitoral
15175;Eleitoral
15214;Eleitoral
11879;Criminal
12151;Criminal
12239;Criminal
12241;Cível
12242;Cível
12245;Cível
12246;Cível
12249;Criminal
12251;Cível
12252;Cível
12253;Criminal
12255;Cível
12257;Criminal
12258;Cível
12259;Criminal
12260;Criminal
12261;Criminal
12265;Cível
12273;Geral
12276;Geral
12278;Geral
12280;Geral
12282;Geral
12284;Execução Fiscal
12286;Geral
12288;Geral
12289;Geral
12291;Geral
12293;Geral
12294;Geral
12297;Criminal
12298;Geral
12299;Geral
12301;Geral
12302;Geral
12307;Criminal
12311;Geral
12312;Geral
12313;Geral
12316;Criminal
12317;Criminal
12320;Geral
12322;Geral
12324;Geral
12438;Geral
12658;Geral
12849;Juizados Cíveis
12850;Juizados Cíveis
12852;Juizados Cíveis
12853;Juizados Cíveis
12860;Juizados Cíveis
12861;Juizados Cíveis
12862;Juizados Cíveis
12863;Juizados Cíveis
12864;Execução Fiscal
12865;Juizados Cíveis
12866;Juizados Cíveis
12867;Juizados Cíveis
12868;Juizados Cíveis
12869;Execução Fiscal
12870;Cível
12871;Execução Fiscal
12872;Execução Fiscal
12873;Execução Fiscal
12874;Execução Fiscal
12875;Execução Fiscal
12876;Execução Fiscal
12877;Execução Fiscal
12878;Execução Fiscal
12879;Juizados Cíveis
12880;Juizados Cíveis
12881;Juizados Cíveis
12884;Juizados Cíveis
12885;Juizados Cíveis
12886;Juizados Cíveis
12888;Juizados Cíveis
12889;Juizados Cíveis
12890;Juizados Cíveis
12891;Juizados Cíveis
12892;Juizados Cíveis
12893;Execução Fiscal
12894;Execução Fiscal
12900;Juizados Cíveis
12901;Execução Fiscal
12902;Execução Fiscal
12903;Execução Fiscal
12904;Execução Fiscal
12906;Juizados Cíveis
12907;Juizados Cíveis
13726;Execução Fiscal
13740;Execução Fiscal
13791;Execução Fiscal
13792;Execução Fiscal
13794;Geral
13877;Cível
13930;Geral
14167;Criminal
14309;Execução Fiscal
14335;Geral
16184;Criminal
17021;Cível
17022;Geral
17023;Cível
17024;Cível
17025;Geral
17026;Geral
17027;Cível
17028;Geral
17030;Geral
17031;Cível
17034;Cível
17035;Cível
17036;Cível
17038;Cível
17040;Cível
17041;Cível
17042;Cível
17043;Cível
17044;Cível
17045;Cível
17756;Juizados Cíveis
17758;Juizados Cíveis
17760;Execução Fiscal
17761;Juizados Cíveis
17762;Execução Fiscal
17763;Execução Fiscal
17767;Cível
17769;Juizados Cíveis
18241;Juizados Cíveis
18242;Juizados Cíveis
18243;Juizados Cíveis
18244;Juizados Cíveis
18245;Juizados Cíveis
18255;Geral
63777;Geral
63780;Geral
63796;Cível
63797;Cível
63798;Cível
63799;Cível
63800;Cível
63801;Cível
63802;Cível
63803;Cível
63804;Cível
63807;Cível
63816;Geral
63842;Cível
63844;Cível
63845;Cível
12442;Criminal
12443;Criminal
12444;Criminal
12445;Criminal
12446;Criminal
12447;Criminal
12448;Criminal
12449;Criminal
12450;Criminal
12453;Execução Fiscal
12454;Geral
12455;Geral
12456;Geral
12457;Geral
12458;Geral
12460;Geral
12461;Geral
12462;Geral
12464;Geral
12465;Criminal
12466;Criminal
12468;Criminal
12470;Geral
12471;Geral
12473;Geral
12475;Geral
12476;Geral
12478;Geral
12479;Geral
12480;Geral
12482;Geral
12483;Geral
12484;Geral
12486;Geral
12487;Geral
12488;Geral
12490;Geral
12491;Geral
12492;Geral
12494;Geral
12495;Geral
12496;Geral
12498;Geral
12499;Geral
12500;Geral
12502;Geral
12503;Execução Fiscal
12504;Geral
12506;Geral
12507;Geral
12511;Geral
12512;Geral
12513;Geral
12515;Geral
12516;Geral
12517;Geral
12518;Geral
12519;Geral
12521;Geral
12522;Geral
12524;Geral
12526;Geral
12528;Geral
12530;Geral
12532;Geral
12534;Geral
12535;Geral
12536;Geral
12538;Geral
12541;Criminal
12542;Criminal
12544;Geral
12545;Geral
12547;Geral
12549;Geral
12551;Criminal
12553;Criminal
12555;Geral
12927;Cível
12928;Cível
12930;Cível
12932;Cível
12933;Cível
12934;Cível
12935;Cível
12936;Cível
12937;Cível
12938;Cível
12939;Cível
12940;Cível
12943;Cível
12944;Cível
12946;Cível
12947;Cível
12949;Cível
12950;Cível
12951;Cível
12952;Cível
12953;Execução Fiscal
12954;Cível
12955;Cível
12957;Cível
12958;Cível
12959;Geral
12960;Cível
12961;Cível
12962;Cível
12963;Cível
13743;Geral
13754;Geral
13843;Geral
13844;Geral
13845;Geral
13846;Execução Fiscal
13848;Geral
13850;Execução Fiscal
13867;Criminal
13905;Execução Fiscal
13978;Criminal
13983;Geral
13985;Juizados Cíveis
13986;Juizados Cíveis
13989;Execução Fiscal
13990;Execução Fiscal
13991;Execução Fiscal
13992;Execução Fiscal
13993;Execução Fiscal
13994;Execução Fiscal
13995;Execução Fiscal
13996;Execução Fiscal
13997;Execução Fiscal
13998;Execução Fiscal
13999;Execução Fiscal
14000;Execução Fiscal
14002;Geral
14003;Cível
14004;Cível
14005;Geral
14006;Geral
14007;Execução Fiscal
14008;Execução Fiscal
14009;Execução Fiscal
14010;Juizados Cíveis
14012;Execução Fiscal
14013;Execução Fiscal
14021;Juizados Cíveis
14027;Juizados Cíveis
14030;Execução Fiscal
14039;Execução Fiscal
14041;Juizados Cíveis
14042;Juizados Cíveis
14043;Juizados Cíveis
14044;Juizados Cíveis
14045;Juizados Cíveis
14046;Juizados Cíveis
14047;Juizados Cíveis
14048;Juizados Cíveis
14049;Juizados Cíveis
14050;Juizados Cíveis
14051;Juizados Cíveis
14052;Juizados Cíveis
14053;Juizados Cíveis
14057;Execução Fiscal
14117;Geral
14161;Juizados Cíveis
14310;Juizados Cíveis
14312;Juizados Cíveis
14314;Execução Fiscal
16315;Geral
16398;Geral
16399;Geral
16419;Geral
16494;Geral
16495;Cível
16496;Cível
16497;Geral
16534;Execução Fiscal
16586;Geral
16884;Geral
17772;Juizados Cíveis
17884;Juizados Cíveis
18100;Execução Fiscal
18196;Execução Fiscal
18202;Cível
18205;Cível
18216;Geral
18224;Geral
18225;Geral
21636;Cível
21637;Cível
21670;Cível
21671;Geral
21672;Geral
21673;Cível
21674;Cível
21675;Geral
21676;Cível
21677;Cível
21678;Cível
21679;Cível
21680;Cível
21681;Cível
21682;Cível
21683;Cível
21684;Geral
21685;Geral
21686;Geral
21687;Cível
21688;Cível
21689;Cível
21690;Cível
21691;Cível
21692;Cível
21693;Cível
21694;Cível
21695;Cível
21696;Cível
21697;Cível
21698;Cível
21699;Cível
21700;Cível
21701;Cível
21702;Cível
21703;Cível
21704;Cível
21705;Cível
21706;Cível
21707;Criminal
21708;Criminal
21709;Criminal
21711;Cível
21715;Cível
52435;Geral
52669;Criminal
79243;Juizados Cíveis
11890;Criminal
11891;Criminal
11892;Criminal
11911;Geral
11913;Geral
11914;Geral
11915;Criminal
11916;Criminal
11917;Geral
11919;Geral
11920;Criminal
11922;Geral
11923;Geral
11925;Criminal
11926;Cível
11927;Geral
11928;Criminal
11930;Juizados Cíveis
11931;Geral
11950;Geral
11951;Geral
11952;Geral
11954;Geral
11956;Geral
11957;Geral
11958;Geral
11960;Execução Fiscal
11961;Geral
11964;Geral
11969;Geral
11970;Criminal
11971;Geral
11972;Geral
11973;Geral
11975;Criminal
11978;Criminal
11979;Criminal
12001;Geral
12003;Criminal
12004;Criminal
12005;Criminal
12007;Criminal
12011;Geral
12012;Geral
12013;Geral
12147;Criminal
12149;Geral
12150;Geral
12576;Criminal
12578;Geral
12579;Geral
12581;Geral
12582;Geral
12583;Geral
12585;Geral
12586;Geral
12587;Geral
12588;Execução Fiscal
12589;Geral
12590;Geral
12591;Geral
12592;Geral
12593;Geral
12594;Geral
12596;Execução Fiscal
12597;Geral
12600;Geral
12602;Geral
12603;Geral
12604;Geral
12605;Geral
12609;Juizados Cíveis
12610;Geral
12611;Geral
12612;Geral
12615;Geral
12617;Juizados Cíveis
12618;Geral
12619;Geral
12620;Geral
12621;Geral
12623;Geral
12625;Criminal
12626;Geral
12627;Geral
12632;Cível
12633;Geral
12634;Cível
12635;Cível
12637;Geral
12638;Geral
12639;Geral
12641;Geral
12642;Cível
12652;Execução Fiscal
12653;Geral
12654;Execução Fiscal
12655;Geral
12656;Geral
12659;Criminal
12660;Geral
12663;Geral
12664;Geral
12665;Geral
12667;Geral
12668;Geral
12669;Juizados Cíveis
12670;Execução Fiscal
12671;Execução Fiscal
12672;Execução Fiscal
12673;Geral
12674;Geral
12676;Geral
12677;Geral
12678;Juizados Cíveis
12679;Juizados Cíveis
12680;Juizados Cíveis
12681;Juizados Cíveis
12682;Criminal
12685;Geral
12686;Geral
12687;Geral
12688;Execução Fiscal
12689;Execução Fiscal
12690;Execução Fiscal
12691;Execução Fiscal
12692;Geral
12693;Geral
12694;Geral
12695;Execução Fiscal
12696;Execução Fiscal
12697;Geral
13380;Criminal
13701;Criminal
13866;Criminal
13869;Criminal
13881;Geral
16180;Geral
16263;Geral
16427;Execução Fiscal
16437;Juizados Cíveis
16592;Geral
17782;Juizados Cíveis
17784;Cível
17786;Geral
17788;Geral
17789;Juizados Cíveis
17791;Geral
17792;Execução Fiscal
17793;Geral
17794;Geral
17795;Geral
17796;Geral
17797;Geral
17798;Geral
17799;Execução Fiscal
17800;Geral
17803;Execução Fiscal
17804;Geral
17805;Geral
17806;Geral
17811;Juizados Cíveis
17812;Geral
17814;Execução Fiscal
17818;Geral
17819;Cível
17822;Cível
17984;Geral
18085;Geral
18360;Cível
18362;Criminal
44494;Geral
44501;Execução Fiscal
44518;Geral
44527;Cível
44528;Criminal
44529;Cível
44531;Criminal
44534;Criminal
44536;Cível
44538;Criminal
44539;Cível
44540;Cível
44543;Cível
44546;Criminal
44549;Criminal
44550;Cível
53295;Cível
72822;Geral
72823;Criminal
72824;Geral
72825;Geral
72909;Criminal
12158;Geral
12159;Geral
12160;Geral
12161;Geral
12162;Execução Fiscal
12164;Geral
12165;Geral
12175;Execução Fiscal
12177;Criminal
12178;Criminal
12181;Geral
12182;Geral
12184;Geral
12186;Execução Fiscal
12188;Geral
12190;Geral
12192;Execução Fiscal
12195;Geral
12197;Execução Fiscal
12205;Geral
12208;Execução Fiscal
12213;Geral
12214;Geral
12215;Geral
12217;Geral
12219;Execução Fiscal
12221;Geral
12222;Cível
12223;Criminal
12225;Cível
12226;Cível
12227;Execução Fiscal
12229;Geral
12230;Geral
12231;Geral
12232;Geral
12233;Geral
12234;Execução Fiscal
12236;Geral
12237;Geral
13694;Geral
13702;Geral
13859;Geral
13860;Geral
13861;Geral
13884;Geral
13885;Geral
13886;Geral
13888;Geral
13889;Geral
13890;Geral
13899;Geral
13900;Geral
14136;Geral
15298;Geral
15385;Criminal
16023;Geral
16487;Geral
16525;Geral
16529;Geral
16530;Geral
16533;Execução Fiscal
16979;Geral
17907;Criminal
17908;Execução Fiscal
17910;Geral
18090;Criminal
18091;Geral
18211;Geral
18213;Geral
18227;Geral
33688;Trabalho
33689;Trabalho
33690;Trabalho
33691;Trabalho
33693;Trabalho
33694;Trabalho
33695;Trabalho
33696;Trabalho
33697;Trabalho
33713;Trabalho
33714;Trabalho
33715;Trabalho
33716;Trabalho
33717;Trabalho
33718;Trabalho
33719;Trabalho
33720;Trabalho
33721;Trabalho
33722;Trabalho
33723;Trabalho
33724;Trabalho
33725;Trabalho
33726;Trabalho
33728;Trabalho
33729;Trabalho
33730;Trabalho
33731;Trabalho
33732;Trabalho
33733;Trabalho
33734;Trabalho
33735;Trabalho
33736;Trabalho
33737;Trabalho
33738;Trabalho
33739;Trabalho
33740;Trabalho
33741;Trabalho
33742;Trabalho
33743;Trabalho
33744;Trabalho
33745;Trabalho
33746;Trabalho
33747;Trabalho
33748;Trabalho
33749;Trabalho
33750;Trabalho
33751;Trabalho
33753;Trabalho
33754;Trabalho
33755;Trabalho
33756;Trabalho
33757;Trabalho
33758;Trabalho
33759;Trabalho
33760;Trabalho
33761;Trabalho
33762;Trabalho
33763;Trabalho
33764;Trabalho
33765;Trabalho
33766;Trabalho
33767;Trabalho
33768;Trabalho
33769;Trabalho
33770;Trabalho
33771;Trabalho
33772;Trabalho
33773;Trabalho
33774;Trabalho
33775;Trabalho
33776;Trabalho
33777;Trabalho
33778;Trabalho
33779;Trabalho
33780;Trabalho
33781;Trabalho
33782;Trabalho
33783;Trabalho
33784;Trabalho
33785;Trabalho
33786;Trabalho
33787;Trabalho
33788;Trabalho
33789;Trabalho
33790;Trabalho
33791;Trabalho
33792;Trabalho
33793;Trabalho
33794;Trabalho
33795;Trabalho
33796;Trabalho
33797;Trabalho
33798;Trabalho
33799;Trabalho
33800;Trabalho
33801;Trabalho
33802;Trabalho
33803;Trabalho
33804;Trabalho
33805;Trabalho
33806;Trabalho
33807;Trabalho
33808;Trabalho
33809;Trabalho
33810;Trabalho
33811;Trabalho
33812;Trabalho
33813;Trabalho
33814;Trabalho
33815;Trabalho
33816;Trabalho
33817;Trabalho
33818;Trabalho
33819;Trabalho
33820;Trabalho
33821;Trabalho
33822;Trabalho
33823;Trabalho
33824;Trabalho
33825;Trabalho
33826;Trabalho
33827;Trabalho
33828;Trabalho
33829;Trabalho
33830;Trabalho
33831;Trabalho
33832;Trabalho
33833;Trabalho
33834;Trabalho
33835;Trabalho
33836;Trabalho
33837;Trabalho
33838;Trabalho
33839;Trabalho
33840;Trabalho
33841;Trabalho
33842;Trabalho
33843;Trabalho
33845;Trabalho
33846;Trabalho
33847;Trabalho
33848;Trabalho
33849;Trabalho
33850;Trabalho
33851;Trabalho
33852;Trabalho
33853;Trabalho
33854;Trabalho
33855;Trabalho
33856;Trabalho
33857;Trabalho
33858;Trabalho
33859;Trabalho
33864;Trabalho
33865;Trabalho
33866;Trabalho
33868;Trabalho
33869;Trabalho
33870;Trabalho
33875;Trabalho
33877;Trabalho
33878;Trabalho
33880;Trabalho
33881;Trabalho
33882;Trabalho
33883;Trabalho
33884;Trabalho
33885;Trabalho
33890;Trabalho
33891;Trabalho
33894;Trabalho
33898;Trabalho
33899;Trabalho
33900;Trabalho
33904;Trabalho
33907;Trabalho
33908;Trabalho
33909;Trabalho
33910;Trabalho
33911;Trabalho
33912;Trabalho
33928;Trabalho
33933;Trabalho
33934;Trabalho
526;Trabalho
528;Trabalho
70803;Trabalho
72980;Trabalho
74453;Trabalho
75580;Trabalho
76596;Trabalho
78552;Trabalho
78895;Trabalho
79444;Trabalho
79482;Trabalho
80274;Trabalho
81330;Trabalho
81405;Trabalho
81493;Trabalho
81494;Trabalho
27628;Trabalho
27629;Trabalho
27630;Trabalho
27631;Trabalho
27632;Trabalho
27633;Trabalho
27634;Trabalho
27635;Trabalho
27636;Trabalho
27637;Trabalho
27638;Trabalho
27639;Trabalho
27640;Trabalho
27641;Trabalho
27642;Trabalho
27643;Trabalho
27644;Trabalho
27645;Trabalho
27646;Trabalho
27647;Trabalho
27648;Trabalho
27649;Trabalho
27656;Trabalho
27657;Trabalho
27658;Trabalho
27659;Trabalho
27660;Trabalho
27661;Trabalho
27662;Trabalho
27663;Trabalho
27672;Trabalho
27673;Trabalho
27674;Trabalho
27675;Trabalho
27676;Trabalho
27677;Trabalho
27678;Trabalho
27679;Trabalho
27683;Trabalho
27684;Trabalho
27685;Trabalho
27686;Trabalho
27687;Trabalho
27688;Trabalho
43675;Trabalho
79109;Trabalho
79526;Trabalho
79527;Trabalho
81707;Trabalho
27762;Trabalho
27763;Trabalho
27764;Trabalho
27765;Trabalho
27766;Trabalho
27767;Trabalho
27768;Trabalho
27769;Trabalho
27770;Trabalho
27771;Trabalho
27772;Trabalho
27773;Trabalho
27774;Trabalho
27775;Trabalho
27776;Trabalho
27777;Trabalho
27778;Trabalho
27779;Trabalho
27780;Trabalho
27781;Trabalho
27782;Trabalho
27785;Trabalho
27796;Trabalho
27801;Trabalho
27805;Trabalho
27821;Trabalho
27825;Trabalho
27826;Trabalho
27830;Trabalho
30678;Trabalho
75558;Trabalho
78433;Trabalho
19385;Trabalho
19387;Trabalho
19389;Trabalho
19393;Trabalho
19395;Trabalho
19402;Trabalho
19403;Trabalho
19406;Trabalho
19409;Trabalho
19412;Trabalho
19413;Trabalho
19414;Trabalho
19420;Trabalho
19421;Trabalho
19423;Trabalho
19432;Trabalho
19434;Trabalho
19438;Trabalho
19439;Trabalho
19440;Trabalho
19441;Trabalho
19442;Trabalho
19444;Trabalho
19445;Trabalho
19446;Trabalho
19448;Trabalho
19449;Trabalho
19450;Trabalho
19452;Trabalho
19457;Trabalho
19473;Trabalho
19489;Trabalho
47341;Trabalho
74578;Trabalho
76688;Trabalho
80145;Trabalho
19492;Trabalho
19518;Trabalho
19519;Trabalho
19520;Trabalho
19521;Trabalho
19522;Trabalho
19523;Trabalho
19524;Trabalho
19526;Trabalho
19527;Trabalho
19528;Trabalho
19529;Trabalho
19530;Trabalho
19531;Trabalho
19532;Trabalho
19533;Trabalho
19534;Trabalho
19536;Trabalho
19537;Trabalho
19539;Trabalho
19541;Trabalho
70697;Trabalho
70698;Trabalho
70699;Trabalho
70700;Trabalho
70701;Trabalho
70702;Trabalho
70703;Trabalho
70704;Trabalho
70705;Trabalho
71253;Trabalho
74451;Trabalho
77181;Trabalho
77698;Trabalho
80255;Trabalho
80256;Trabalho
80257;Trabalho
80258;Trabalho
30373;Trabalho
30374;Trabalho
30376;Trabalho
30379;Trabalho
30380;Trabalho
30381;Trabalho
30384;Trabalho
30385;Trabalho
30386;Trabalho
30387;Trabalho
30388;Trabalho
30389;Trabalho
30390;Trabalho
30391;Trabalho
30392;Trabalho
30393;Trabalho
30394;Trabalho
30395;Trabalho
30397;Trabalho
30398;Trabalho
30399;Trabalho
30400;Trabalho
30401;Trabalho
30402;Trabalho
30403;Trabalho
30404;Trabalho
30407;Trabalho
30408;Trabalho
30411;Trabalho
18687;Trabalho
18688;Trabalho
18690;Trabalho
18691;Trabalho
18692;Trabalho
18693;Trabalho
18694;Trabalho
18695;Trabalho
18696;Trabalho
18698;Trabalho
18701;Trabalho
18702;Trabalho
18703;Trabalho
18706;Trabalho
18707;Trabalho
18708;Trabalho
18711;Trabalho
18712;Trabalho
18714;Trabalho
18715;Trabalho
18717;Trabalho
18718;Trabalho
18719;Trabalho
18721;Trabalho
18723;Trabalho
18725;Trabalho
18726;Trabalho
18727;Trabalho
18728;Trabalho
18730;Trabalho
18731;Trabalho
18733;Trabalho
18736;Trabalho
18737;Trabalho
18738;Trabalho
18740;Trabalho
18751;Trabalho
18780;Trabalho
18781;Trabalho
18782;Trabalho
18783;Trabalho
18784;Trabalho
18785;Trabalho
18786;Trabalho
18787;Trabalho
18788;Trabalho
18789;Trabalho
18790;Trabalho
18791;Trabalho
18792;Trabalho
18793;Trabalho
18795;Trabalho
18796;Trabalho
18797;Trabalho
18798;Trabalho
18799;Trabalho
18800;Trabalho
18801;Trabalho
18802;Trabalho
18803;Trabalho
18804;Trabalho
18805;Trabalho
18806;Trabalho
18807;Trabalho
18808;Trabalho
18809;Trabalho
18810;Trabalho
18811;Trabalho
18812;Trabalho
18813;Trabalho
18814;Trabalho
18815;Trabalho
18816;Trabalho
18817;Trabalho
18818;Trabalho
18819;Trabalho
18820;Trabalho
18821;Trabalho
18822;Trabalho
18823;Trabalho
18824;Trabalho
18825;Trabalho
18826;Trabalho
18827;Trabalho
18828;Trabalho
18829;Trabalho
18830;Trabalho
18831;Trabalho
18832;Trabalho
18833;Trabalho
18834;Trabalho
18835;Trabalho
18836;Trabalho
18837;Trabalho
18838;Trabalho
18839;Trabalho
18840;Trabalho
18841;Trabalho
18842;Trabalho
18843;Trabalho
18844;Trabalho
18845;Trabalho
18846;Trabalho
18847;Trabalho
18848;Trabalho
18849;Trabalho
18850;Trabalho
18851;Trabalho
18852;Trabalho
18853;Trabalho
18854;Trabalho
18855;Trabalho
18857;Trabalho
18858;Trabalho
18859;Trabalho
18860;Trabalho
18861;Trabalho
18862;Trabalho
18863;Trabalho
18864;Trabalho
18865;Trabalho
18866;Trabalho
18867;Trabalho
18868;Trabalho
18869;Trabalho
18870;Trabalho
18871;Trabalho
18872;Trabalho
18873;Trabalho
18874;Trabalho
18875;Trabalho
18876;Trabalho
18877;Trabalho
18878;Trabalho
18879;Trabalho
18880;Trabalho
18881;Trabalho
18882;Trabalho
18883;Trabalho
18884;Trabalho
18885;Trabalho
18886;Trabalho
18887;Trabalho
18888;Cível
18889;Trabalho
18890;Trabalho
18891;Trabalho
18892;Trabalho
18893;Trabalho
18894;Trabalho
18895;Trabalho
18896;Trabalho
18897;Trabalho
18898;Trabalho
18899;Trabalho
18900;Trabalho
18901;Trabalho
18902;Trabalho
18903;Trabalho
18904;Trabalho
18905;Trabalho
18906;Trabalho
18907;Trabalho
18908;Trabalho
18909;Trabalho
18910;Trabalho
18911;Trabalho
18912;Trabalho
18913;Trabalho
18914;Trabalho
18915;Cível
18916;Trabalho
18917;Trabalho
18918;Trabalho
18919;Trabalho
18920;Trabalho
18921;Trabalho
18922;Trabalho
18923;Trabalho
18924;Trabalho
18925;Trabalho
18926;Trabalho
18927;Trabalho
18928;Trabalho
18929;Trabalho
18930;Trabalho
18931;Trabalho
18932;Trabalho
18933;Trabalho
18934;Trabalho
18935;Trabalho
18936;Trabalho
18937;Trabalho
18938;Trabalho
18939;Trabalho
18940;Trabalho
18941;Trabalho
18942;Trabalho
18943;Trabalho
18944;Trabalho
18945;Trabalho
18946;Trabalho
20222;Trabalho
20223;Trabalho
70840;Trabalho
74257;Trabalho
75482;Trabalho
76710;Trabalho
79537;Trabalho
79700;Trabalho
81418;Trabalho
81419;Trabalho
81917;Trabalho
19601;Trabalho
19602;Trabalho
19603;Trabalho
19604;Trabalho
19605;Trabalho
19606;Trabalho
19607;Trabalho
19608;Trabalho
19609;Trabalho
19610;Trabalho
19611;Trabalho
19612;Trabalho
19613;Trabalho
19614;Trabalho
19615;Trabalho
19616;Trabalho
19617;Trabalho
19618;Trabalho
19619;Trabalho
19620;Trabalho
19621;Trabalho
19622;Trabalho
19623;Trabalho
19624;Trabalho
19625;Trabalho
19626;Trabalho
19628;Trabalho
19629;Trabalho
19630;Trabalho
22230;Trabalho
22231;Trabalho
22232;Trabalho
22233;Trabalho
22234;Trabalho
22235;Trabalho
22237;Trabalho
22239;Trabalho
22246;Trabalho
22247;Trabalho
22248;Trabalho
22249;Trabalho
22250;Trabalho
22251;Trabalho
22252;Trabalho
22253;Trabalho
22254;Trabalho
22255;Trabalho
22256;Trabalho
22257;Trabalho
22258;Trabalho
22259;Trabalho
22260;Trabalho
22261;Trabalho
22262;Trabalho
22263;Trabalho
22264;Trabalho
22265;Trabalho
22266;Trabalho
22267;Trabalho
22268;Trabalho
22269;Trabalho
22851;Trabalho
77738;Trabalho
78892;Trabalho
82110;Trabalho
82115;Trabalho
29262;Trabalho
29263;Trabalho
29264;Trabalho
29265;Trabalho
29266;Trabalho
29267;Trabalho
29268;Trabalho
29269;Trabalho
29270;Trabalho
29271;Trabalho
29272;Trabalho
29273;Trabalho
29274;Trabalho
29275;Trabalho
29276;Trabalho
29277;Trabalho
29278;Trabalho
29279;Trabalho
29280;Trabalho
29281;Trabalho
29282;Trabalho
29283;Trabalho
29284;Trabalho
29285;Trabalho
29286;Trabalho
29287;Trabalho
29288;Trabalho
29289;Trabalho
29290;Trabalho
29291;Trabalho
29292;Trabalho
29293;Trabalho
29294;Trabalho
29295;Trabalho
29296;Trabalho
29297;Trabalho
29298;Trabalho
29299;Trabalho
29300;Trabalho
29301;Trabalho
29302;Trabalho
29303;Trabalho
29304;Trabalho
29305;Trabalho
29306;Trabalho
29307;Trabalho
29308;Trabalho
29309;Trabalho
29310;Trabalho
29311;Trabalho
29313;Trabalho
29314;Trabalho
29315;Trabalho
29316;Trabalho
29317;Trabalho
29318;Trabalho
29319;Trabalho
29321;Trabalho
29322;Trabalho
29323;Trabalho
78504;Trabalho
47202;Trabalho
47203;Trabalho
47204;Trabalho
47205;Trabalho
47206;Trabalho
47207;Trabalho
47208;Trabalho
47209;Trabalho
47210;Trabalho
47211;Trabalho
47212;Trabalho
47213;Trabalho
47214;Trabalho
47215;Trabalho
47216;Trabalho
47217;Trabalho
47218;Trabalho
47219;Trabalho
47220;Trabalho
47221;Trabalho
47222;Trabalho
47223;Trabalho
47230;Trabalho
47232;Trabalho
47233;Trabalho
47234;Trabalho
47235;Trabalho
47236;Trabalho
29900;Trabalho
29901;Trabalho
29902;Trabalho
29903;Trabalho
29904;Trabalho
29905;Trabalho
29906;Trabalho
29907;Trabalho
29908;Trabalho
29909;Trabalho
29910;Trabalho
29911;Trabalho
29912;Trabalho
29913;Trabalho
29914;Trabalho
29915;Trabalho
29916;Trabalho
29917;Trabalho
29918;Trabalho
29919;Trabalho
29920;Trabalho
29921;Trabalho
29922;Trabalho
29923;Trabalho
29924;Trabalho
29925;Trabalho
29926;Trabalho
29927;Trabalho
29928;Trabalho
29929;Trabalho
29930;Trabalho
29931;Trabalho
