"classeProcessual","codigoLocalidade","orgaoJulgador_codigoOrgao","assunto_codigoNacional","codigo_ultima_movimentacao","mes_ajuizamento","alvo_processos_demorados","G1","G2","JE","TR","CRIMINAL","CIVIL","JUIZADOS","EXECUTIVOS","OUTROS","PEQUENO","MÉDIO","GRANDE"
283,1600600,6411,3415,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,16037,4305,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6411,3523,246,8,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6411,3603,246,8,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6411,3415,246,8,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6412,3415,246,8,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6412,3415,246,8,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6412,4305,246,8,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6411,3415,246,8,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6411,4305,246,8,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6411,3415,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6411,3415,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6412,4263,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,16037,10949,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6412,3547,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6411,3415,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6411,4305,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6411,4305,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6412,3415,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6412,4263,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6412,3603,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6412,3603,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6411,3385,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6411,3385,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6411,4263,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6411,3521,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6412,3385,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6412,5566,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6411,3417,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6411,3431,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6411,3417,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6412,1209,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6411,1209,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6411,1209,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6411,3417,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6411,1209,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6411,3416,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,16037,5560,246,5,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600600,6412,3431,246,6,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600709,6416,5566,246,8,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600709,6416,5556,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600709,6416,3385,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600709,6416,4305,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600709,6416,5557,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600709,6416,1209,246,2,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600709,6416,3465,246,2,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600709,6416,10949,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600808,6417,3465,246,5,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600808,6417,1209,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600808,6417,1209,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600808,6417,3637,246,6,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600808,6417,1209,246,8,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600808,6417,3369,246,8,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600808,6417,1209,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600808,6417,1209,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600808,6417,4263,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600808,6417,3416,246,6,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600808,6417,4305,246,6,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600808,6417,3465,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600808,6417,3465,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600808,6417,4305,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600808,6417,3416,246,8,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600808,6417,10890,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600808,6417,10890,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600808,6417,1209,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
283,1600808,6417,3426,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
288,1600303,75533,3397,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
289,1600303,75533,3443,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
290,1600709,6416,5865,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
293,1600105,6147,3627,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
293,1600154,16409,287,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
293,1600279,6160,3620,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
293,1600303,6172,3620,246,8,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
293,1600303,6172,3620,246,6,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
293,1600303,75533,3619,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
293,1600303,75533,3620,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
293,1600402,6404,3620,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
293,1600501,6406,3620,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
293,1600501,6406,3621,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
293,1600501,6406,3620,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
293,1600501,6406,4305,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
293,1600535,6407,4305,246,2,"DEMORADO",1,0,0,0,1,0,0,0,0,1,0,0
293,1600535,6407,4305,246,2,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
293,1600535,6407,3620,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
293,1600600,6411,3618,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
293,1600600,6411,3618,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
293,1600600,6411,3620,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
293,1600600,6412,3620,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600105,6147,4263,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600154,16409,287,246,6,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600154,16409,287,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600154,16409,3608,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600154,16409,3608,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600154,16409,3607,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600204,6151,287,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600204,6151,287,246,6,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600204,6151,287,246,6,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600204,6151,4305,246,6,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600204,6151,1209,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600238,6155,1209,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600238,6155,3607,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600279,6160,3607,246,5,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600303,6171,3608,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600303,75533,3608,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600303,75533,5885,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600303,13605,3608,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600303,6172,3608,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600303,13605,3608,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600303,6172,3608,246,6,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600303,13605,3608,246,6,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600303,13605,3608,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600303,13605,3608,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600303,6172,3608,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600402,6404,4305,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600402,6404,3608,246,8,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600402,6404,3607,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600501,6406,3608,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600535,6407,3608,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600535,6407,4305,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600535,6407,4305,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600600,6411,1209,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600600,6412,3608,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600600,6412,3608,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600600,6411,3608,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600600,6411,3608,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600600,6411,3608,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600600,6411,4263,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600600,6411,3608,246,6,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600600,6411,4305,246,6,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600600,6412,4305,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600600,6411,3608,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600600,6412,3608,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600600,6411,4305,246,5,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600600,6412,3603,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600600,6412,3603,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600600,6411,3607,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
300,1600600,6411,3608,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
302,1600600,6412,3606,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
305,1600154,16409,7928,246,5,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
305,1600204,6151,7928,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
305,1600279,6157,7928,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
305,1600303,6171,7928,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
305,1600303,13605,7928,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
305,1600303,6398,3369,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
305,1600303,6398,7928,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
305,1600303,6398,7928,246,5,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
305,1600303,13605,7928,246,5,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
305,1600303,13605,7928,246,5,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
305,1600303,13396,7928,246,6,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
305,1600303,13605,7928,246,6,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
305,1600600,6412,7928,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
305,1600600,6412,7928,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
305,1600709,6416,3370,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
305,1600808,6417,1209,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
306,1600303,6171,7929,246,6,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
326,1600238,6155,3620,246,5,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
335,1600154,16409,1209,246,5,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
355,1600105,6147,10620,246,5,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
355,1600204,6151,3416,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
355,1600204,6151,3402,246,5,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
355,1600238,6155,10949,246,8,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
355,1600238,6155,3386,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
355,1600535,6407,7785,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
355,1600535,6407,3416,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
355,1600535,6407,3618,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
355,1600600,6412,3370,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
355,1600600,6411,7942,246,8,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
355,1600600,6411,3548,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
355,1600709,6416,3417,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
355,1600709,6416,1209,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
355,1600808,6417,1209,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600105,6147,7787,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600238,6155,7787,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600253,6155,3385,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,6399,7791,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,6399,7791,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,13720,7787,246,2,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,6399,7791,246,2,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,6399,7791,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,13720,10602,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,6399,7791,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,6399,7791,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,6399,7791,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,13720,7787,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,6399,7791,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,13720,7790,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,6399,7791,246,5,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,6399,7791,246,6,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,6399,7791,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,6399,7791,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,6399,1209,246,8,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,6399,7791,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,6399,7791,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,6399,7942,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,13720,7787,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,6399,7791,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,6399,7791,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,13720,7789,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,6399,7791,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,6399,7793,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600303,6399,7791,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600402,6404,10635,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600535,6407,3416,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600535,6407,7787,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600550,6147,3415,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600600,6412,7787,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600600,6411,7942,246,6,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600600,6412,7942,246,8,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600600,6412,7942,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600600,6412,7942,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600600,6411,7790,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
386,1600600,6412,7942,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,43864,1209,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,43864,1209,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13605,4263,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13605,3431,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,75533,4305,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13697,5560,246,5,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13697,10949,246,5,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6398,3372,246,5,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13697,3385,246,5,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13697,4305,246,5,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,75533,1209,246,6,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6171,3608,246,12,"DEMORADO",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6398,1209,246,12,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6398,5865,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13697,1209,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13697,10949,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,75533,1209,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,75533,3435,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13605,1209,246,2,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6172,3608,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6398,4305,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6398,4305,246,3,"DEMORADO",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6398,4263,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,75533,3633,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6398,10890,246,5,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6172,3608,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6398,3372,246,8,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13396,1209,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,75533,3664,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,75533,4263,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6172,4305,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6171,3431,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6171,4305,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6171,4305,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13605,3553,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13605,4305,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6398,3372,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6172,1209,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6172,3632,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6172,3465,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13605,4263,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6398,4305,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,75533,3436,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,75533,3436,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13605,3466,246,2,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6171,5566,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,75533,1209,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,75533,5566,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13605,3632,246,3,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6172,3417,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6172,3417,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6172,5566,246,4,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,43864,1209,246,5,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6172,1209,246,5,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6398,3372,246,5,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,75533,1209,246,6,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13605,3465,246,6,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6398,3372,246,6,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6171,1209,246,6,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,75533,4263,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,75533,4263,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6172,3633,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13605,10890,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6398,3372,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,75533,5566,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,75533,5566,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13605,5566,246,7,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,75533,5566,246,8,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6171,4305,246,8,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13396,3632,246,8,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6172,1209,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13605,1209,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13605,3465,246,9,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,75533,4305,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,75533,4305,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13605,4305,246,10,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13605,1209,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,13605,1209,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6172,3465,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6171,4305,246,11,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6398,3372,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
417,1600303,6398,4305,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,1,0,0
