"classeProcessual","codigoLocalidade","orgaoJulgador_codigoOrgao","assunto_codigoNacional","codigo_ultima_movimentacao","mes_ajuizamento","alvo_processos_demorados","G1","G2","JE","TR","CRIMINAL","CIVIL","JUIZADOS","EXECUTIVOS","OUTROS","PEQUENO","MÉDIO","GRANDE"
355,471,13355,11782,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,479,4248,11781,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,479,4248,11781,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,479,4248,11781,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,479,4248,11785,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,480,4222,10938,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,521,16022,10939,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,525,5554,11781,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,54,6035,11782,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,556,4361,3416,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,557,11676,8928,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,569,4266,11783,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,596,5721,10938,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,607,6285,8893,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,624,5597,8893,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,628,5612,10939,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,647,5869,11781,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,672,78833,7942,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
355,680,5638,11781,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,69,3796,11781,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,69,3796,11781,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,69,3796,11781,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,696,3910,10938,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,701,4383,11781,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,704,81742,11785,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,79,11015,11781,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,79,11015,11782,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,79,5408,11785,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,79,5412,11781,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,79,5412,8893,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,79,5412,8893,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
355,90,5336,10939,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
386,105,5281,3419,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,105,5281,3370,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,105,5281,5564,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,105,5281,5566,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,105,5281,3370,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,11,3784,7791,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,112,4069,3372,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,115,3694,10864,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,134,79977,10864,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,142,4117,7942,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,184,4055,8928,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,188,8175,3465,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,2,3297,3372,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,210,12914,3416,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,231,5806,7942,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,231,5806,7942,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,231,5806,3372,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,231,5806,5566,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,24,5723,7791,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,24,5723,7787,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,24,5723,7791,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,24,5723,3608,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,24,5723,7791,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,24,5723,7785,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,24,5723,7787,22,3,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,241,81132,5897,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,242,3840,3372,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,301,13353,5566,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,301,13353,3608,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,313,5813,3466,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,313,5813,3418,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,322,8165,7785,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,324,4357,3370,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,325,5317,7942,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,327,5321,7791,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,338,5410,7791,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,342,4120,3372,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,35,81501,3633,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,358,5343,7787,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,362,13573,5566,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,393,13230,10864,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,394,14111,10864,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,394,14111,10864,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,396,5350,7942,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,42,13100,3608,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,433,81663,5566,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,433,81663,5566,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,433,81663,3633,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,433,81663,3372,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,433,81663,3465,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,439,6249,7942,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,479,4248,7787,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,480,81568,5566,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,480,81568,3416,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,481,13095,3608,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,481,13095,5566,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,512,4318,7942,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,518,4375,3372,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,522,4338,7942,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,549,4088,5897,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,56,5304,3431,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,56,5304,3417,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,596,5718,3608,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,611,15648,3372,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,625,6318,3370,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,625,6318,3608,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,637,5809,3608,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,672,78833,5897,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,680,5638,7791,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,693,16250,7942,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,693,16250,7942,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,693,16250,7942,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,694,17953,3372,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,696,3910,7791,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,701,4383,7785,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,702,81362,3416,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,702,81362,3608,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,704,4283,7791,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,704,4283,7791,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,79,5447,3416,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,79,5447,5566,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,79,5447,5566,22,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,79,5447,3372,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,79,5447,3466,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
386,878,4022,10864,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
1114,672,11651,7703,246,1,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,105,4329,6017,22,1,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,105,4333,5952,22,2,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,105,4358,5951,22,4,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,145,6125,5952,22,6,"NORMAL",1,0,0,0,0,0,0,1,0,0,0,1
1116,184,17929,9163,22,2,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,193,3761,6017,22,1,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,210,12914,6017,246,4,"NORMAL",1,0,0,0,0,0,0,1,0,0,0,1
1116,223,9088,5952,22,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,236,3976,6046,22,5,"NORMAL",1,0,0,0,0,0,0,1,0,0,0,1
1116,24,5780,6017,246,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,24,5766,6017,22,4,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,24,39984,6017,22,4,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,24,39985,6017,22,4,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,273,4323,10395,22,6,"NORMAL",1,0,0,0,0,0,0,1,0,0,0,1
1116,278,5301,9518,22,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,280,5307,9518,22,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,313,5799,10023,22,2,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,313,5799,5952,22,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,313,5799,5952,22,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,313,5799,5952,22,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,313,5799,5952,22,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,313,5799,5951,22,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,313,5799,5951,22,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,313,5799,5951,22,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,342,4110,5952,22,2,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,344,4156,6017,22,4,"NORMAL",1,0,0,0,0,0,0,1,0,0,0,1
1116,35,3922,6021,22,6,"NORMAL",1,0,0,0,0,0,0,1,0,0,0,1
1116,363,4160,6017,22,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,384,6180,6017,22,5,"NORMAL",1,0,0,0,0,0,0,1,0,0,0,1
1116,390,12921,6017,22,1,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,393,13230,5916,22,4,"NORMAL",1,0,0,0,0,0,0,1,0,0,0,1
1116,394,6193,10684,22,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,407,11659,6018,22,5,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,411,11156,5916,22,1,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,411,11156,6085,22,1,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,411,11156,5946,22,2,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,411,8170,5946,246,2,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,411,11156,5917,22,4,"NORMAL",1,0,0,0,0,0,0,1,0,0,0,1
1116,411,11156,10023,22,5,"NORMAL",1,0,0,0,0,0,0,1,0,0,0,1
1116,418,5360,6017,22,6,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,431,4187,10395,22,6,"NORMAL",1,0,0,0,0,0,0,1,0,0,0,1
1116,432,4409,6017,22,3,"NORMAL",1,0,0,0,0,0,0,1,0,0,0,1
1116,456,3836,5952,22,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,461,9034,10023,22,5,"NORMAL",1,0,0,0,0,0,0,1,0,0,0,1
1116,471,9239,6017,246,4,"NORMAL",1,0,0,0,0,0,0,1,0,0,0,1
1116,473,4020,5957,22,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,481,13095,10938,22,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,5,3764,5962,22,2,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,5,3764,10887,246,3,"NORMAL",1,0,0,0,0,0,0,1,0,0,0,1
1116,5,3764,10887,246,3,"NORMAL",1,0,0,0,0,0,0,1,0,0,0,1
1116,517,4330,6017,22,2,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,518,4348,6017,22,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,567,11013,6017,22,2,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,567,11013,6017,22,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,628,5612,7689,22,6,"NORMAL",1,0,0,0,0,0,0,1,0,0,0,1
1116,672,11651,10395,246,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,672,11651,10395,246,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,692,3918,7696,22,4,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,697,5797,6017,22,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,697,5797,6017,22,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,697,5797,6017,22,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,701,4379,5952,246,3,"NORMAL",1,0,0,0,0,0,0,1,0,0,0,1
1116,702,5461,5952,22,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,702,5461,5952,22,4,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,702,81360,5953,22,5,"NORMAL",1,0,0,0,0,0,0,1,0,0,0,1
1116,708,5803,6017,22,3,"DEMORADO",1,0,0,0,0,0,0,1,0,0,0,1
1116,97,3999,5957,22,5,"NORMAL",1,0,0,0,0,0,0,1,0,0,0,1
1294,40,4012,7677,246,3,"NORMAL",1,0,0,0,0,1,0,0,0,0,0,1
1294,441,4422,12503,246,3,"NORMAL",1,0,0,0,0,1,0,0,0,0,0,1
1295,317,8162,7687,22,3,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
1683,24,5746,10453,22,2,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
1707,431,4187,10445,22,1,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
10943,144,4126,3692,22,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
10943,313,5777,3416,246,1,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
10943,9,3767,3416,22,1,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
10944,35,3954,3573,246,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
10944,518,4375,3569,246,1,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
10944,518,4375,3692,246,2,"DEMORADO",1,0,0,0,1,0,0,0,0,0,0,1
12121,27,5282,7929,22,3,"NORMAL",1,0,0,0,1,0,0,0,0,0,0,1
12135,324,4342,10433,246,3,"NORMAL",1,0,0,0,0,1,0,0,0,0,0,1
12135,79,5386,12416,246,3,"NORMAL",1,0,0,0,0,1,0,0,0,0,0,1
12154,112,4065,9148,22,4,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,145,6068,9148,22,2,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,145,6058,9606,246,4,"NORMAL",1,0,0,0,0,1,0,0,0,0,0,1
12154,172,17957,4964,22,2,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,193,3761,4970,22,3,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,193,3761,10438,22,4,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,193,3761,10438,22,4,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,210,12914,4970,246,3,"NORMAL",1,0,0,0,0,1,0,0,0,0,0,1
12154,223,10975,4964,246,4,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,231,5769,10684,22,4,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,24,3885,7691,246,2,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,24,3879,9580,246,3,"NORMAL",1,0,0,0,0,1,0,0,0,0,0,1
12154,261,4046,4970,22,6,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,267,4307,4974,22,2,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,278,5301,4964,22,4,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,287,4292,4960,22,2,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,287,4303,9607,22,5,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,313,5741,4972,22,6,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,344,4150,9582,246,3,"NORMAL",1,0,0,0,0,1,0,0,0,0,0,1
12154,440,4018,4960,22,1,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,512,4299,9148,22,3,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,512,4310,4960,246,3,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,514,4250,4980,22,5,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,515,4308,7703,22,5,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,518,4360,4960,22,6,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,56,5294,4980,22,5,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,701,4343,10671,22,3,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,74,4050,4970,246,4,"NORMAL",1,0,0,0,0,1,0,0,0,0,0,1
12154,79,5388,9582,22,3,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12154,91,3977,4980,246,5,"DEMORADO",1,0,0,0,0,1,0,0,0,0,0,1
12251,433,4034,10859,246,3,"NORMAL",1,0,0,0,0,0,0,1,0,0,0,1
12372,114,8160,5808,246,3,"NORMAL",1,0,0,0,0,1,0,0,0,0,0,1
12372,396,5353,7664,246,3,"NORMAL",1,0,0,0,0,1,0,0,0,0,0,1
12372,433,4061,5808,246,3,"NORMAL",1,0,0,0,0,1,0,0,0,0,0,1
12372,480,4210,7664,246,3,"NORMAL",1,0,0,0,0,1,0,0,0,0,0,1
12372,520,3847,5779,246,3,"NORMAL",1,0,0,0,0,1,0,0,0,0,0,1
12372,702,5466,7664,246,3,"NORMAL",1,0,0,0,0,1,0,0,0,0,0,1
74,223,5564,10165,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
74,433,12704,10165,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
156,166,3865,7691,22,1,"DEMORADO",0,0,1,0,0,1,0,0,0,0,0,1
156,188,8176,7769,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
156,459,13011,7775,22,2,"DEMORADO",0,0,1,0,0,1,0,0,0,0,0,1
172,24,17297,10671,246,4,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
261,110,4056,11781,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
261,283,4125,11782,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
261,621,80294,11786,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
278,671,5632,3386,22,3,"NORMAL",0,0,1,0,1,0,0,0,0,0,0,1
326,166,3865,3632,22,3,"NORMAL",0,0,1,0,1,0,0,0,0,0,0,1
355,251,3993,10939,22,3,"NORMAL",0,0,1,0,1,0,0,0,0,0,0,1
355,290,6032,11783,22,3,"NORMAL",0,0,1,0,1,0,0,0,0,0,0,1
355,708,40731,11782,22,3,"NORMAL",0,0,1,0,1,0,0,0,0,0,0,1
436,133,4334,6226,246,3,"NORMAL",0,0,1,0,0,0,1,0,0,0,0,1
436,151,40109,12484,246,3,"NORMAL",0,0,1,0,0,0,1,0,0,0,0,1
436,180,40132,7773,22,2,"NORMAL",0,0,1,0,0,0,1,0,0,0,0,1
436,188,8176,4701,246,3,"NORMAL",0,0,1,0,0,0,1,0,0,0,0,1
436,24,17293,11811,246,3,"NORMAL",0,0,1,0,0,0,1,0,0,0,0,1
436,24,17284,7768,246,3,"NORMAL",0,0,1,0,0,0,1,0,0,0,0,1
436,24,17289,10433,246,3,"NORMAL",0,0,1,0,0,0,1,0,0,0,0,1
436,327,40277,12484,246,3,"NORMAL",0,0,1,0,0,0,1,0,0,0,0,1
436,330,4376,10671,246,3,"NORMAL",0,0,1,0,0,0,1,0,0,0,0,1
436,344,40302,10439,246,3,"NORMAL",0,0,1,0,0,0,1,0,0,0,0,1
436,35,12699,4970,246,3,"NORMAL",0,0,1,0,0,0,1,0,0,0,0,1
436,394,6202,10540,246,3,"NORMAL",0,0,1,0,0,0,1,0,0,0,0,1
436,453,4256,4962,246,3,"NORMAL",0,0,1,0,0,0,1,0,0,0,0,1
436,467,4038,11811,246,3,"NORMAL",0,0,1,0,0,0,1,0,0,0,0,1
436,518,4384,9607,22,1,"DEMORADO",0,0,1,0,0,0,1,0,0,0,0,1
436,625,6320,10655,246,3,"NORMAL",0,0,1,0,0,0,1,0,0,0,0,1
436,701,10798,7769,246,3,"NORMAL",0,0,1,0,0,0,1,0,0,0,0,1
436,702,17309,12511,246,3,"NORMAL",0,0,1,0,0,0,1,0,0,0,0,1
436,73,3959,12508,246,3,"NORMAL",0,0,1,0,0,0,1,0,0,0,0,1
436,74,40024,6226,246,3,"NORMAL",0,0,1,0,0,0,1,0,0,0,0,1
12079,525,5626,10656,246,4,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12079,79,5459,10656,246,4,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,106,40063,4970,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,134,5378,4960,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,134,5378,4960,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,134,5378,4960,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,134,5378,4960,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,134,5378,4960,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,194,5727,4972,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,209,4242,7717,246,4,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,24,17296,4980,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,24,17297,4970,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,24,17297,9596,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,24,17297,9596,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,24,17297,7691,246,4,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,24,17297,9596,246,4,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,27,40011,7717,246,4,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,330,4376,9587,246,4,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,344,40302,4980,246,4,"DEMORADO",0,0,1,0,0,1,0,0,0,0,0,1
12154,394,6202,11000,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,394,6202,4980,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,40,4029,4970,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,40,4029,4980,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,460,40460,4980,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,471,6012,4980,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,471,6012,4970,246,4,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,480,4223,4970,246,4,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,517,4330,7691,246,3,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,525,5626,11000,246,4,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
12154,637,5819,7691,246,4,"NORMAL",0,0,1,0,0,1,0,0,0,0,0,1
